unique_id,a_hhid,resp_id.y,plot_id,district,pv_paddy,pv_visit_date,sc_manage_status,sc_manage_type,geometry,sc_burn_straw_stub,sc_burn_straw_ash,sc_burn_resid,sc_burn_stand_stub,sc_burn_grass,sc_burn_trees_burnt,sc_burn_realtime,sc_burn_change_any,burn_index
1112602121,11260212,112602121,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Used CRM machine,"list(c(75.1248449832201, 75.123792886734, 75.1239115744829, 75.1248825341463, 75.1248610764741, 75.1248449832201, 30.4786392144008, 30.4786894911846, 30.4799157743543, 30.4798706991861, 30.4793933634317, 30.4786392144008))",0,0,0,0,0,0,0,NA,0
1113200561,11320056,113200561,p1,Bathinda,Yes,15-Nov-19,Stubble managed,Burnt,"list(c(75.0115883722901, 75.0126404687762, 75.012098327279, 75.0115347281098, 75.0113774836063, 75.0112400203943, 75.011128373444, 75.0100360438227, 75.0115883722901, 29.9490914740276, 29.948438703828, 29.9480386729766, 29.9473591688083, 29.9471020657639, 29.9467944127728, 29.9465399228939, 29.9471500002802, 29.9490914740276))",0,1,0,0,1,0,0,NA,2
1113200601,11320060,113200601,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(75.0421511381864, 75.0426815450191, 75.0439167022705, 75.0433433800935, 75.0421511381864, 29.9639939204763, 29.9646866721588, 29.9640087340849, 29.9633296295269, 29.9639939204763))",0,0,0,0,0,0,0,NA,0
1113200701,11320070,113200701,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.0247271731495, 75.023594610393, 75.0233535468578, 75.0236921757459, 75.0241404399275, 75.0247271731495, 29.9759367481225, 29.9752217117573, 29.9755249203327, 29.9757517452998, 29.976045948999, 29.9759367481225))",0,0,0,0,1,0,0,NA,1
1113200811,11320081,113200811,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(75.0385388731956, 75.0390397757291, 75.0386374443769, 75.0384198501706, 75.0375283509492, 75.0367089360952, 75.0369023904204, 75.037215873599, 75.0385388731956, 29.97090931184, 29.9705218604956, 29.9699764054426, 29.9700092257728, 29.968915693007, 29.9693565929247, 29.9695967925177, 29.9693748911003, 29.97090931184))",0,0,0,0,1,1,0,NA,2
1113200881,11320088,113200881,p1,Bathinda,Yes,15-Nov-19,Stubble managed,Burnt,"list(c(75.0338252261281, 75.0332847610115, 75.0334560871124, 75.0339992344379, 75.0338252261281, 29.9599636655582, 29.960300615653, 29.9604998804302, 29.9601774547163, 29.9599636655582))",0,0,0,0,1,0,0,NA,1
1113200941,11320094,113200941,p1,Bathinda,Yes,15-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.0348967686295, 75.0343438982963, 75.0335761159658, 75.0340763479471, 75.0348967686295, 29.9756788477036, 29.9753672171374, 29.9764124680845, 29.9767040559948, 29.9756788477036))",1,0,0,0,1,0,0,NA,2
1113900031,11390003,113900031,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Created bales,"list(c(75.3244227916002, 75.3243644535541, 75.323711335659, 75.323647968471, 75.3244227916002, 30.2791683684195, 30.2770900469628, 30.2769965243578, 30.2791648939706, 30.2791683684195))",0,0,0,0,0,0,0,1,0
1113900161,11390016,113900161,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.3267828002572, 75.3275492414832, 75.3247459977865, 75.3246511146426, 75.3267828002572, 30.2850718583918, 30.2843984326091, 30.2841065940329, 30.2850518815112, 30.2850718583918))",1,1,0,0,1,0,0,NA,3
1113900741,11290074,113900741,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.3399604931473, 75.3399477526545, 75.3410508111119, 75.3412442654371, 75.3415255621075, 75.3409706801176, 75.3399604931473, 30.2969101949971, 30.2978608592532, 30.2983836627694, 30.2979126765589, 30.2974179504389, 30.2971921530186, 30.2969101949971))",0,0,0,0,1,1,0,NA,2
1113900881,11390088,113900881,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.3463149815797, 75.3438912704586, 75.3438912704586, 75.3442412987351, 75.3456474468111, 75.3463508561253, 75.3463149815797, 30.2839977333894, 30.2839803619989, 30.2846274442173, 30.2849511284862, 30.2852082222072, 30.2846668191049, 30.2839977333894))",0,0,0,0,0,0,0,NA,0
1113900991,11390099,113900991,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.3264133259654, 75.3265008330345, 75.3249823674559, 75.3249511867761, 75.3235983476042, 75.3235745429992, 75.3264133259654, 30.3028881682838, 30.3016150824415, 30.3016350559486, 30.3020076045321, 30.3020588407067, 30.3027390924651, 30.3028881682838))",0,0,0,0,0,0,0,NA,0
1113901251,11390125,113901251,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.342237688601, 75.3415486961603, 75.3409622982144, 75.3408905491232, 75.3410283476114, 75.3409757092595, 75.3408905491232, 75.3409539163112, 75.3410920500755, 75.3411735221743, 75.3415520489215, 75.3416891768574, 75.3418618440628, 75.342237688601, 30.2786981585572, 30.2784514712012, 30.278260954016, 30.2788223706178, 30.2788524826089, 30.2793354313564, 30.2793548303272, 30.2794298203424, 30.279464854268, 30.279459932147, 30.2794900439424, 30.279246543486, 30.2792138257806, 30.2786981585572
))",0,0,0,0,0,0,0,NA,0
1113901991,11390199,113901991,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.322009474039, 75.3216094896197, 75.3212953358888, 75.3217596933245, 75.322009474039, 30.2807257777292, 30.2806392073827, 30.2817565090966, 30.281836708808, 30.2807257777292))",1,1,1,0,0,0,0,NA,3
1114400011,11440001,114400011,p1,Bathinda,Yes,10-Nov-19,Stubble management ongoing,Used CRM machine,"list(c(74.7951290756463, 74.7958935052156, 74.7958810999989, 74.7945232316851, 74.7945416718721, 74.7951290756463, 30.167094341362, 30.1670926021569, 30.1661856025031, 30.1662012554921, 30.1670940514945, 30.167094341362))",1,0,1,0,1,0,0,NA,3
1114400331,11440033,114400331,p1,Bathinda,Yes,19-Nov-19,Stubble managed,Burnt,"list(c(74.7737116366624, 74.7737066075205, 74.7744958475232, 74.7745203226804, 74.7738447412848, 74.7738625109195, 74.7737116366624, 30.1521200976274, 30.1525993202418, 30.152619613949, 30.1520151495934, 30.1520015237355, 30.1520971946129, 30.1521200976274))",1,1,1,0,0,0,0,NA,3
1114400401,11440040,114400401,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(74.7993042692542, 74.7994226217269, 74.8002004623413, 74.8001397773623, 74.8000857979059, 74.7981747239828, 74.7993042692542, 30.1638460324329, 30.1637025431789, 30.1624783829308, 30.1624435971937, 30.1625041823445, 30.1625259234183, 30.1638460324329))",1,0,1,0,0,1,0,NA,3
1114400451,11440045,114400451,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(74.7951672971248, 74.7943472117185, 74.7943441942334, 74.7951726615428, 74.7951672971248, 30.1607837235079, 30.1608031458729, 30.1613226202461, 30.161324939322, 30.1607837235079))",1,0,1,0,1,0,0,NA,3
1114400731,11440073,114400731,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(74.7951800376176, 74.7959059104323, 74.7958928346633, 74.7951840609312, 74.7951800376176, 30.1621592233328, 30.1621792251909, 30.1620064553849, 30.1619563057034, 30.1621592233328))",0,0,0,0,0,0,0,NA,0
1114400751,11440075,114400751,p1,Bathinda,Yes,19-Nov-19,Stubble managed,Burnt,"list(c(74.7639423608779, 74.7639457136392, 74.7646206244826, 74.7646025195717, 74.7639423608779, 30.1519684737744, 30.1532945222912, 30.1532687204679, 30.1519641250945, 30.1519684737744))",0,0,0,0,0,0,0,NA,0
1114400851,11440085,114400851,p1,Bathinda,Yes,19-Nov-19,Stubble not managed,.s,"list(c(74.7812701016664, 74.7813069820404, 74.7803444042801, 74.7801382094621, 74.7809831053018, 74.7808111086487, 74.7812701016664, 30.1542262824905, 30.153398019425, 30.1526932510802, 30.1529759127859, 30.1538030197699, 30.1541561253706, 30.1542262824905))",0,0,0,0,0,0,0,NA,0
1114400961,11440096,114400961,p1,Bathinda,Yes,19-Nov-19,Stubble managed,Burnt,"list(c(74.7674252092838, 74.7686503082513, 74.7686764597892, 74.7681279480457, 74.7681148722767, 74.7674164921045, 74.7674252092838, 30.1536180591888, 30.1536021142948, 30.1530872377892, 30.153079410254, 30.1526920914408, 30.1526712179286, 30.1536180591888))",1,1,1,1,1,0,0,NA,5
1114401041,11440104,114401041,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(74.7457271441817, 74.7453043609857, 74.7450535744428, 74.7450368106365, 74.7449935600161, 74.7449808195233, 74.7450455278158, 74.7451964020729, 74.7453150898218, 74.7453747689723, 74.7454274073243, 74.7454803809523, 74.7455665469169, 74.7456657886505, 74.7457204386591, 74.7457187622785, 74.7457271441817, 30.1802082348648, 30.1801966417062, 30.1802102636674, 30.180769921765, 30.1807797758926, 30.1813576897674, 30.1813747894743, 30.1813249394729, 30.1812524830305, 30.1812301664356, 30.1812116175735, 
30.1811861128826, 30.1811727808824, 30.181174519839, 30.1811762587957, 30.18116698436, 30.1802082348648))",1,1,0,0,1,0,0,NA,3
1114401151,11440115,114401151,p1,Bathinda,Yes,19-Nov-19,Stubble managed,Burnt,"list(c(74.7676189988851, 74.770095013082, 74.7700621560215, 74.7695129737257, 74.7694610059261, 74.7685825824737, 74.7686338797211, 74.7680729627609, 74.7680300474167, 74.7676615789532, 74.7676189988851, 30.1695402131371, 30.1694167325609, 30.1684865652211, 30.1684897537188, 30.1683462712239, 30.1683636630526, 30.1677807452558, 30.1677969777225, 30.1688233859447, 30.1688526620462, 30.1695402131371))",0,0,0,0,0,0,0,NA,0
1114401881,11440188,114401881,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(74.7629321739077, 74.7639192268252, 74.7639152035117, 74.763910844922, 74.763905480504, 74.7639105096459, 74.7639225795865, 74.76397421211, 74.7646206244826, 74.7646209597587, 74.7639423608779, 74.7639406844973, 74.7639272734522, 74.763009622693, 74.7629321739077, 30.1535855895839, 30.15361081151, 30.1537517062892, 30.1538004106105, 30.153841867246, 30.1538926008671, 30.1539401454941, 30.1539743544188, 30.1540100128616, 30.1530188193125, 30.1530138908611, 30.1528738647559, 30.1519702132464, 
30.1519722426302, 30.1535855895839))",1,1,1,1,1,1,0,NA,6
1114401961,11440196,114401961,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(74.7773138433694, 74.7780246287584, 74.7780162468552, 74.7784487530589, 74.7784487530589, 74.7774207964539, 74.7773138433694, 30.1695854313375, 30.1695668802835, 30.1694778931473, 30.1694297762911, 30.1683740981483, 30.1683703299194, 30.1695854313375))",1,1,1,1,1,0,0,NA,5
1114402151,11440215,114402151,p1,Bathinda,Yes,19-Nov-19,Stubble managed,Burnt,"list(c(74.7875957563519, 74.7882364690303, 74.7882445156574, 74.788922779262, 74.7888862341642, 74.7875451296567, 74.7875957563519, 30.1566736330969, 30.1567255248534, 30.1574441793873, 30.1574746184512, 30.1564509910612, 30.1560057054818, 30.1566736330969))",0,0,0,0,0,0,0,NA,0
1114402191,11440219,114402191,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(74.7659647464752, 74.7676263749599, 74.7676230221986, 74.7678225114941, 74.7678137943148, 74.7676290571689, 74.7676126286387, 74.7666493803262, 74.7665954008698, 74.7662691771984, 74.7662728652358, 74.7660126909613, 74.7659647464752, 30.169222525708, 30.1694462983468, 30.1690697687056, 30.1690810733116, 30.1688236758072, 30.1688141103464, 30.1685314940417, 30.1685248271857, 30.1687888923091, 30.1687886024465, 30.1688946920777, 30.1689106344987, 30.169222525708))",0,0,0,0,0,0,0,NA,0
1114402261,11440226,114402261,p1,Bathinda,Yes,12-Nov-19,Stubble managed,Burnt,"list(c(74.795162603259, 74.7951817139983, 74.7966683283448, 74.796634465456, 74.795162603259, 30.1543080357656, 30.15500409548, 30.155004385383, 30.1543010780427, 30.1543080357656))",1,0,1,0,1,0,0,NA,3
1114900381,11490038,114900381,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Burnt,"list(c(75.1188405230641, 75.1213859394192, 75.121459364891, 75.1218194514513, 75.1217664778232, 75.1185699552297, 75.1188405230641, 29.8190389578752, 29.8190264497912, 29.8200797413359, 29.8201126110674, 29.8184981999773, 29.8185185620814, 29.8190389578752))",0,0,0,0,0,0,0,NA,0
1114901161,11490116,114901161,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Burnt,"list(c(75.1382499933242, 75.1377511024475, 75.137749761343, 75.1382815092802, 75.1382835209369, 75.1382536813616, 75.1382499933242, 29.8201434446111, 29.8201268643105, 29.8209599482925, 29.8209308602817, 29.8202036572585, 29.8201955125547, 29.8201434446111))",1,1,1,1,0,0,0,NA,4
1114901281,11490128,114901281,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(75.1415859907865, 75.1415652036666, 75.1409295201301, 75.1409181207418, 75.1415859907865, 29.8224076479, 29.8217874986562, 29.8217883712892, 29.8224032847621, 29.8224076479))",0,0,0,1,0,0,0,NA,1
1114901551,11490155,114901551,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(75.1381370052695, 75.1381561160087, 75.1395247131586, 75.139520689845, 75.1382007077336, 75.1381772384047, 75.1373960450291, 75.1373960450291, 75.1381370052695, 29.8127975204094, 29.8125703242709, 29.8125656697992, 29.8121633480792, 29.8121505482293, 29.8119536048776, 29.8119317869049, 29.8127768662363, 29.8127975204094))",0,0,0,0,0,0,1,NA,0
1114901791,11490179,114901791,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Burnt,"list(c(75.15061262995, 75.1513271033763, 75.1513609662652, 75.151363313198, 75.1516593620181, 75.1520365476608, 75.1524794474244, 75.1524734124541, 75.1506340876221, 75.15061262995, 29.8059904303419, 29.8059936305017, 29.8060730526152, 29.8061489835879, 29.8061536383583, 29.8061478198953, 29.8061513109731, 29.8054571659291, 29.8054498927996, 29.8059904303419))",1,1,0,0,1,0,0,NA,3
1114901831,11490183,114901831,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Burnt,"list(c(75.1568112149834, 75.1560628786683, 75.1554613932967, 75.1554650813341, 75.1560987532138, 75.1561037823557, 75.1568051800131, 75.1568112149834, 29.80537308852, 29.8053631970555, 29.8053538874409, 29.805851950604, 29.8058568963122, 29.8057771831028, 29.8057544910097, 29.80537308852))",0,0,0,0,0,0,0,NA,0
1115100071,11510007,115100071,p1,Bathinda,Yes,13-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(74.6985886618494, 74.6967573836446, 74.6970762312412, 74.6980267390608, 74.6987948566675, 74.699068441987, 74.6990634128451, 74.6990422904491, 74.6989591419697, 74.6986141428351, 74.6985886618494, 30.0781852721566, 30.0790254810593, 30.0799643248301, 30.0791400808227, 30.0799385038443, 30.0796272008673, 30.0794513853327, 30.0793092240284, 30.0792259580267, 30.0787722006048, 30.0781852721566))",0,0,0,0,1,0,0,NA,1
1115100411,11510041,115100411,p1,Bathinda,Yes,13-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(74.7035688534379, 74.7030086070299, 74.7027457505464, 74.7026662901043, 74.7026351094245, 74.7028587386012, 74.7029284760355, 74.7029626742005, 74.7029985487461, 74.7030106186866, 74.7032392770051, 74.7034914046525, 74.7035339847207, 74.7035688534379, 30.082345919133, 30.0819107435566, 30.0821930276653, 30.0822873156003, 30.0823279319138, 30.0827413470131, 30.0829290514035, 30.082996067877, 30.0829859138688, 30.0829351438121, 30.0827126255988, 30.0824602249335, 30.082399880771, 30.082345919133
))",0,0,0,0,0,1,0,NA,1
1115100471,11510047,115100471,p1,Bathinda,Yes,13-Nov-19,Stubble managed,Burnt,"list(c(74.6950575336813, 74.6958702430129, 74.6952281892299, 74.6944178268313, 74.6950575336813, 30.101324093814, 30.100583856055, 30.1000866869872, 30.1008460725724, 30.101324093814))",0,0,0,0,0,0,0,NA,0
1115100481,11510048,115100481,p1,Bathinda,Yes,9-Nov-19,Stubble managed,Created bales,"list(c(74.6910875290632, 74.6916970610618, 74.6917269006371, 74.6926841139793, 74.6930237486958, 74.6935974061489, 74.6936570852994, 74.6937523037195, 74.6932138502597, 74.6932973340153, 74.6937539801001, 74.6943987160921, 74.6946847066283, 74.6940245479345, 74.6940721571445, 74.6934572607278, 74.6925603970885, 74.6921470016241, 74.6916601806879, 74.6910875290632, 30.093067750406, 30.0935263736627, 30.0935185414049, 30.0926332021821, 30.0923065645428, 30.092728930593, 30.0926891888094, 30.0925954909644, 
30.0921435354061, 30.092065211704, 30.0916466139772, 30.0921533983865, 30.0918830363345, 30.0913721892805, 30.0913104001052, 30.0907859157858, 30.0916979597397, 30.0920260498297, 30.0924898994785, 30.093067750406))",0,0,0,0,0,0,1,NA,0
1115100601,11510060,115100601,p1,Bathinda,Yes,9-Nov-19,Stubble not managed,.s,"list(c(74.7027973830699, 74.7025194391608, 74.7023155912756, 74.7021278366446, 74.702356159687, 74.7026304155588, 74.7030424699187, 74.7033606469631, 74.7036650776863, 74.7039084881544, 74.7034337371587, 74.7032872214913, 74.7027973830699, 30.0974154481733, 30.0977388781494, 30.0979564313496, 30.0982056016934, 30.0983790633314, 30.0986021264285, 30.0989090186575, 30.0985562955602, 30.098278699277, 30.0980472234103, 30.0976640397378, 30.0978148767884, 30.0974154481733))",0,0,0,0,0,0,0,NA,0
1115400031,11540003,115400031,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Burnt,"list(c(75.2318393066525, 75.2325299754738, 75.2325386926532, 75.2320381253957, 75.2318393066525, 30.4920110569534, 30.4922118473973, 30.4912304259957, 30.490999586848, 30.4920110569534))",0,0,0,0,0,0,0,NA,0
1115400291,11540029,115400291,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(75.2331871166825, 75.2334208041429, 75.2337245643138, 75.2339247241616, 75.2341463416814, 75.2342140674591, 75.2332709357142, 75.2331871166825, 30.4910874155745, 30.491148086688, 30.4911868006168, 30.4911680214741, 30.4911053280024, 30.4903882504897, 30.4903495362432, 30.4910874155745))",0,0,0,0,0,1,0,NA,1
1115400341,11540034,115400341,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(75.2301381155848, 75.2306775748729, 75.2306611463427, 75.2301364392042, 75.2301381155848, 30.4862388045753, 30.4862310036122, 30.4859123192869, 30.485940922909, 30.4862388045753))",0,0,0,0,1,1,0,NA,2
1115400471,11540047,115400471,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Used CRM machine,"list(c(75.2258918434381, 75.2245752140879, 75.2245286107063, 75.2241906523704, 75.2241239324212, 75.224593989551, 75.2246094122529, 75.2257376164197, 75.2258918434381, 30.5008564219654, 30.5008188674094, 30.5005724513862, 30.50057591797, 30.5011242144174, 30.5011637910171, 30.5015791999025, 30.5013784287921, 30.5008564219654))",0,0,0,0,0,0,0,NA,0
1115400871,11540087,115400871,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Burnt,"list(c(75.2307533472776, 75.230778157711, 75.2309444546699, 75.2311503142118, 75.2313866838812, 75.2317477762699, 75.2321849763393, 75.2322117984294, 75.2319549769163, 75.2318778634071, 75.2313772961497, 75.2306225895881, 75.2307533472776, 30.4920026786381, 30.4920812614291, 30.4920578599428, 30.4920561264992, 30.4920506372607, 30.4920766389137, 30.4920766389137, 30.4910801928204, 30.4909880304308, 30.4914078164079, 30.491398571313, 30.4913844147597, 30.4920026786381))",0,0,0,0,0,0,0,NA,0
1115401051,11540105,115401051,p1,Bathinda,Yes,14-Nov-19,Stubble managed,Created bales,"list(c(75.2309910580515, 75.2309662476181, 75.2322959527373, 75.2323395386338, 75.2309910580515, 30.5044717022918, 30.5048879636562, 30.5049873345998, 30.5045681849596, 30.5044717022918))",0,0,0,0,0,0,0,NA,0
1115500851,11550085,115500851,p1,Bathinda,Yes,13-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.307761915028, 75.3087902069091, 75.3086778894066, 75.3076874837279, 75.307761915028, 30.2910968736558, 30.2909839677337, 30.2894672522481, 30.289518494975, 30.2910968736558))",0,0,0,0,0,0,0,NA,0
1115500981,11550098,115500981,p1,Bathinda,Yes,13-Nov-19,Stubble not managed,.s,"list(c(75.291111767292, 75.2914373204112, 75.2913300320506, 75.2909897267818, 75.291111767292, 30.2968997735351, 30.2968826939146, 30.2959537317675, 30.2959867333782, 30.2968997735351))",0,0,0,0,0,0,0,NA,0
1115501121,11550112,115501121,p1,Bathinda,Yes,10-Nov-19,Stubble management ongoing,Burnt,"list(c(75.2796242013573, 75.2801183983683, 75.2803148701786, 75.2810296788811, 75.2815332636237, 75.2820033207535, 75.2821186557412, 75.2821474894881, 75.2821474894881, 75.2821233496069, 75.2819795161485, 75.2814662083983, 75.280646122992, 75.2801566198468, 75.2796242013573, 30.2931809778343, 30.2936577766633, 30.2939105051573, 30.2938317627868, 30.2937530203532, 30.2936661720074, 30.2936618295881, 30.2934713419387, 30.293214269874, 30.2930153859561, 30.2929450382729, 30.292978040896, 30.2931065773222, 
30.2931688189996, 30.2931809778343))",0,0,0,0,0,0,1,NA,0
1115501331,11550133,115501331,p1,Bathinda,Yes,10-Nov-19,Stubble management ongoing,Incorporated stubble into the soil,"list(c(75.3121741488575, 75.3121684491634, 75.3111974895, 75.3112340345978, 75.3121741488575, 30.2866060127659, 30.2857241447363, 30.2857609135224, 30.2864887589379, 30.2866060127659))",0,0,0,0,0,0,0,NA,0
1115501551,11550155,115501551,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Created bales,"list(c(75.2937617897987, 75.293847285211, 75.2938556671142, 75.2936558425426, 75.2935559302568, 75.2935398370027, 75.2928545325994, 75.2928263694047, 75.2935488894581, 75.2936089038848, 75.2947910875082, 75.2947133034467, 75.2942405641078, 75.2941074594855, 75.2933473885059, 75.2928971126675, 75.2929427102208, 75.293416455388, 75.2934171259403, 75.2936829999089, 75.2937617897987, 30.2757251292675, 30.2759130454525, 30.2760557920212, 30.2760974867202, 30.2761600287354, 30.2764701323056, 30.2764776604846, 
30.2767472268236, 30.2767298541496, 30.2772235264397, 30.2771937034921, 30.2763962982111, 30.2764608668536, 30.2750681436604, 30.2751136029207, 30.2751303967822, 30.2757204965064, 30.2757590063259, 30.2756483991347, 30.2756672197389, 30.2757251292675))",0,0,0,0,1,1,0,NA,2
1115501631,11550163,115501631,p1,Bathinda,Yes,13-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.2934090793132, 75.2929822728037, 75.2929953485727, 75.2926791831851, 75.2927100285887, 75.2927177399396, 75.2931314706802, 75.2932085841894, 75.293527431786, 75.2937379851937, 75.2938536554574, 75.2936300262808, 75.2934090793132, 30.3060337599335, 30.3061669105695, 30.3068242668196, 30.3068462654554, 30.3073591796168, 30.3076257665605, 30.3073860988524, 30.3073258923796, 30.3071417992812, 30.3069351283155, 30.3068951834567, 30.3059981565806, 30.3060337599335))",0,0,1,0,1,0,0,NA,2
1115501661,11550166,115501661,p1,Bathinda,Yes,10-Nov-19,Stubble managed,Incorporated stubble into the soil,"list(c(75.3158970549702, 75.3159208595752, 75.3162668645382, 75.3164640069007, 75.316572971642, 75.3166192397475, 75.3166085109114, 75.3165883943438, 75.316575653851, 75.3165619075298, 75.3159144893288, 75.3158970549702, 30.2916431627814, 30.2920603322376, 30.292042383276, 30.2920371722865, 30.2920209603175, 30.2920429622748, 30.2918217844799, 30.2916912198668, 30.2915881576548, 30.2915456010357, 30.2916095807078, 30.2916431627814))",0,0,1,0,1,1,1,NA,3
1115501701,11550170,115501701,p1,Bathinda,Yes,10-Nov-19,Stubble management ongoing,Burnt,"list(c(75.28604272753, 75.285091549158, 75.2853064611554, 75.2857704833149, 75.2861808612942, 75.28604272753, 30.306274878235, 30.3063180073764, 30.3078223052219, 30.3078156478069, 30.3077560205039, 30.306274878235))",0,1,1,1,1,1,0,NA,5
1116700751,11670075,116700751,p1,Bathinda,Yes,16-Nov-19,Stubble managed,Burnt,"list(c(74.9856232479214, 74.9845272302627, 74.9852393567562, 74.986359514296, 74.9856232479214, 30.0413146635909, 30.0418025502617, 30.0430035364817, 30.0425481618349, 30.0413146635909))",0,0,1,0,0,0,0,NA,1
1116700851,11670085,116700851,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(74.9667931348085, 74.9663807451725, 74.9646540731191, 74.9650875851511, 74.9667931348085, 30.0387010477453, 30.0378979383908, 30.0384218322929, 30.0392356763846, 30.0387010477453))",0,0,0,0,0,0,1,NA,0
1116700881,11670088,116700881,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(74.9785831198096, 74.9792680889368, 74.9786313995718, 74.9784570559859, 74.9779615178704, 74.9769724532961, 74.977685585618, 74.9781435728073, 74.9785831198096, 30.0319384140222, 30.0319239008135, 30.030658340848, 30.0307233608363, 30.0297715684458, 30.029849941449, 30.0312391652147, 30.0310867753429, 30.0319384140222))",0,0,0,0,0,0,0,NA,0
1116701151,11670115,116701151,p1,Bathinda,Yes,16-Nov-19,Stubble managed,Burnt,"list(c(74.9855266883969, 74.9857550114393, 74.9856312945485, 74.9854294583201, 74.9853114411234, 74.9850281327962, 74.9842640385031, 74.9836551770567, 74.9837701767682, 74.9838935583829, 74.9840145930647, 74.9843673035502, 74.9843384698033, 74.9843465164303, 74.9846673756837, 74.9851039052009, 74.9855266883969, 30.0384157371444, 30.0382555216756, 30.0380491568043, 30.0376796726346, 30.0377324976357, 30.0378514989085, 30.0381368111341, 30.038393388263, 30.0385675352571, 30.0388084380944, 30.0390116087066, 
30.038874613711, 30.038858069811, 30.0388876746827, 30.0387689648985, 30.038595979237, 30.0384157371444))",0,0,0,0,0,0,0,NA,0
1116701721,11670172,116701721,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(74.9627594277262, 74.9625374749302, 74.9630199372768, 74.9632747471332, 74.9630849808454, 74.9630635231733, 74.9627594277262, 30.0478807608075, 30.0480876856336, 30.0490192773224, 30.0489029013941, 30.0485575455899, 30.0484817993239, 30.0478807608075))",0,0,0,0,1,1,0,NA,2
1116701771,11670177,116701771,p1,Bathinda,No,11-Nov-19,NA,.s,"list(c(74.9627939611673, 74.964199103415, 74.9638567864894, 74.9641759693622, 74.9634272977709, 74.9620462954044, 74.9627939611673, 30.041355877192, 30.0416147678715, 30.0409785689364, 30.0408584104672, 30.0394455216908, 30.0399679562072, 30.041355877192))",0,0,0,0,0,0,0,NA,0
1116702111,11670211,116702111,p1,Bathinda,Yes,16-Nov-19,Stubble managed,Burnt,"list(c(74.9496467784047, 74.9494127556681, 74.9482198432087, 74.9483294785022, 74.9471972510218, 74.9473541602492, 74.9485051631927, 74.9496467784047, 30.0496026059748, 30.0491832481613, 30.0496246621151, 30.0498301322391, 30.0502433928926, 30.0505544980896, 30.0500837769738, 30.0496026059748))",0,1,1,0,1,0,0,NA,3
1116703001,11670300,116703001,p1,Bathinda,Yes,16-Nov-19,Stubble managed,Burnt,"list(c(74.9706102535128, 74.9703678488731, 74.9690113216638, 74.9688527360558, 74.9706102535128, 30.0347577096251, 30.0340651566413, 30.0344723876702, 30.0353904654547, 30.0347577096251))",0,0,1,0,0,0,0,NA,1
1116800121,11680012,116800121,p1,Bathinda,Yes,11-Nov-19,Stubble managed,Burnt,"list(c(75.043902285397, 75.045345313847, 75.0448591634631, 75.0433564558625, 75.043902285397, 30.0939345204646, 30.0924124463114, 30.0920556388028, 30.0935368166723, 30.0939345204646))",0,0,0,0,0,0,0,NA,0
